Ooops, no BNO055 detected ... Check your wiring or I2C ADDR!> nack
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,5.00,0.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00000,0.00,-5.00,-5.00000,0.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.05745,2.24070,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00144,2.29671,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00004,2.29811,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,-0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,-5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,2.29815,0.00000,2.29815,0.00,5.00,0.00000,5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.18324,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29528,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29808,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
0.00000,0.00000,0.00000,0.00000,0.00000,-2.29815,0.00000,-2.29815,0.00,5.00,0.00000,-5.00000,25.26778
bnoerrored
